X,Y,src_date,src_info,act_id,ext_scale,nam,ext_date,txt,subtype,interpret,source_nam,settl_type
19.5211879909038,44.5137069325653,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.5072735249996,44.495203534855,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.5355872809886,44.4926645259982,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.517352104187,44.4802470158415,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.5227200388908,44.4797688077763,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.4056755900382,44.4809216063101,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.3816106915473,44.4669599633241,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.4074609577655,44.4635961006891,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.4098654389381,44.4699648420847,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.3580002784728,44.4591325472587,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.3918077349662,44.4462100814525,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.4340595304965,44.413572828036,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.4697596728801,44.432397137154,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.467232197523,44.4305412571313,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
19.4666621685027,44.4294618468163,2014-06-23,,EMSR-091,01:10:00.000,,2014-06-23,,EM007 - Landslide,"6",Other,"0"
